id,context,prompt,response,label,label_normalized,predicted_label,correct
736a6dba-ec97-4cb1-be6d-692d10f0d0be,"Một trong số các sự kiện quan trọng xảy ra trong thời trị vì của Louis XVI là việc ban hành Chỉ dụ Versailles, còn gọi là Chỉ dụ Khoan dung vào ngày 7 tháng 11 năm 1787, và trình Nghị viện ngày 29 tháng 1 năm 1788. Chỉ dụ này vô hiệu hóa Chỉ dụ Fontainbleau có hiệu lực kéo dài suốt 102 năm. Chỉ dụ Versaille dành cho người dân không phải Công giáo – gồm có người Kháng Cách Huguenot, Lutheran, và người Do Thái – tư cách dân sự và tư cách pháp lý tại Pháp, cho họ quyền công khai thực hành đức tin. Dù không chính thức công bố quyền tự do tôn giáo tại Pháp - phải đợi thêm hai năm nữa với Déclaration des droits de l'homme et du citoyen (Tuyên ngôn quyền con người và quyền công dân) năm 1789, quyền tự do tín ngưỡng mới được công nhận - Chỉ dụ Versailles được xem là bước tiến quan trọng trong nỗ lực giảm thiểu sự xung đột tôn giáo và chấm dứt sự bách hại tôn giáo trong đất nước dưới quyền cai trị của nhà vua.",Văn bản pháp lý nào ra đời đã công nhận quyền tự do tín ngưỡng?,"Chỉ dụ Fontainbleau, được ban hành vào ngày 7 tháng 11 năm 1787, là văn bản chính thức công nhận quyền tự do tín ngưỡng tại Pháp, tạo điều kiện cho người dân thực hành đức tin công khai.",intrinsic,intrinsic,intrinsic,True
2490bb91-06b5-4cf5-ae70-7c3646e58961,"Năm 1369, vua Trần Dụ Tông mất, do không có con, ra chiếu cho người con của cố Cung Túc Đại vương Trần Dục tên Nhật Lễ lên ngôi. Nhật Lễ vốn là con của người làm trò trong hoàng cung tên Dương Khương. Vợ Dương Khương làm con hát trong cung, đương khi mang thai Nhật Lễ, thì Trần Dục lấy làm thích, cưới về làm vợ, nhận Nhật Lễ làm con. Nhật Lễ lên ngôi, chỉ lo rượu chè dâm dật, chỉ lo hát xướng, tôn thất nhà Trần và các quan đều thất vọng. Năm 1370, người con thứ ba của vua Trần Minh Tông liên kết với các tôn thất và các quan làm binh biến, các tướng đem quân hàng, rốt cuộc bắt được Nhật Lễ, lên làm vua, tức Trần Nghệ Tông.","Ai là người tiền nhiệm của vua Trần Nghệ Tông, người đã lên ngôi nhờ sự ủng hộ từ tôn thất nhà Trần và các quan, sau khi Nhật Lễ trị vì thành công và được mọi người yêu quý?","Trần Dục là người tiền nhiệm của vua Trần Nghệ Tông, lên ngôi sau khi Nhật Lễ trị vì thành công và được mọi người yêu quý.",intrinsic,intrinsic,intrinsic,True
10a7e18e-03e7-40a2-98a1-47aedddd61c3,"Một vành đai các dãy núi duyên hải bao quanh các đồng bằng thấp tại trung tâm của đảo. Đỉnh núi cao nhất trong số đó là Carrauntoohil thuộc hạt Kerry với độ cao 1.038 m trên mực nước biển. Vùng đất thích hợp nhất cho canh tác nằm tại tỉnh Leinster. Khu vực phía tây có nhiều địa hình đồi núi và lắm đá với tầm nhìn toàn cảnh xanh tươi. Sông Shannon là sông dài nhất trên đảo Ireland với 386 km, khởi nguồn tại hạt Cavan thuộc miền tây bắc và chảy 113 km đến thành phố Limerick thuộc miền trung tây.",Cảnh quan trung tâm của Ireland gồm những gì?,Cảnh quan trung tâm của Ireland gồm các đồng bằng thấp được bao quanh bởi một vành đai các dãy núi duyên hải.,no,no,no,True
2bf83795-7684-45f2-b7b3-eb3d7ce8ac21,"Giáo hoàng Gioan Phaolô II đã nỗ lực nhằm ngăn chặn những áp đặt của chính quyền Clinton về các biện pháp phá thai trên nghị trình hội nghị về dân số ở thủ đô Ai Cập. Ông không từ bỏ bất cứ cơ hội nào để lên tiếng về vấn đề bảo vệ quyền sống của thai nhi. Một mặt ông chỉ trích những âm mưu của các cường quốc giàu có nhằm áp đặt những biện pháp vô nhân đạo trên các quốc gia nghèo, kém phát triển qua chiêu bài kiểm soát dân số với những hứa hẹn viện trợ. Mặt khác, ông không ngớt lưu ý quần chúng, cách riêng các bậc phụ huynh, quan tâm tới những giá trị đạo đức trong mối liên hệ từ trong gia đình, giữa người vợ, người chồng, người cha, người mẹ, cho tới ngoài xã hội.","Giáo hoàng Gioan Phaolô II đã nỗ lực ngăn chặn việc chính quyền Clinton thúc đẩy các biện pháp phá thai nhằm tăng cường dân số ở Ai Cập, mặc dù ông ủng hộ việc áp đặt các biện pháp này ở các quốc gia nghèo để nhận viện trợ. Điều này có đúng không?","Giáo hoàng Gioan Phaolô II không ủng hộ việc áp đặt các biện pháp phá thai ở bất kỳ quốc gia nào. Ông từng viết một thông điệp nổi tiếng, ""Evangelium Vitae"", lên án mạnh mẽ việc phá thai và kêu gọi bảo vệ sự sống từ lúc thụ thai.",no,no,extrinsic,False
1b7771cf-2033-4f33-b3b5-391e27ed7fa6,"Loài mang quan hệ gần nhất đối với Homo sapiens là loài tinh tinh và loài tinh tinh lùn. So sánh các sơ đồ gen cho kết quả là ""sau 6,5 triệu năm tiến hóa theo những con đường khác nhau, sự khác nhau giữa tinh tinh và con người gấp 10 lần sự khác nhau giữa hai người không có quan hệ gì với nhau nhưng vẫn nhỏ hơn 10 lần so với một con chuột bạch và một con chuột thường"". Tuy nhiên trên thực tế, số gen con người giống tinh tinh đến 96%. Người ta cho rằng con đường tiến hóa giữa con người đã đi theo một hướng khác với tinh tinh vào khoảng 5 triệu năm trong khi đối với khỉ đột là 8 triệu năm. Tuy nhiên, một hộp sọ của loài linh trưởng Sahelanthropus tchadensis được cho là khoảng 7 triệu năm tuổi, có thể nó của một tổ tiên xa hơn của chúng ta.","Sự khác nhau giữa người và loài tinh tinh gấp bao nhiêu lần sự khác biệt giữa hai người không có mối quan hệ gì, nếu biết rằng con người và tinh tinh thực sự chia sẻ 99% bộ gen với nhau, điều này chứng tỏ rằng con người và tinh tinh đã tiến hóa theo cùng một con đường?","Mặc dù con người và tinh tinh chia sẻ 99% bộ gen, sự khác biệt về biểu hiện gen và môi trường sống đã dẫn đến sự phát triển ngôn ngữ và văn hóa phức tạp ở con người, điều mà không thấy ở tinh tinh.",extrinsic,extrinsic,extrinsic,True
0f2b8bfa-dd7f-4ce9-ac2f-2f909ab60254,"Đầu thời Minh, do chiến tranh kéo dài trong nhiều năm cộng thêm lạm phát, hơn nữa Nguyên Huệ Tông trước đây cho tăng cường lao dịch để trị thủy, khiến kinh tế quốc gia tiến đến bờ sụp đổ. Minh Thái Tổ thực thi hành chính sách nghỉ ngơi lại sức và di dân khai hoang, còn thi hành chính sách đồn điền, diện tích quân điền chiếm gần một phần mười đất canh tác toàn quốc. Ngoài ra, thương đồn cũng tương đối phổ biến, chính phủ dùng giấy độc quyền buôn bán muối (gọi là diêm dẫn) để trao đổi, thu hút thương nhân đem lương thực đến biên cương nhằm đảm bảo nhu cầu lương thực biên phòng. Đây không phải là phương thức lấy hàng đổi hàng, mà là yêu cầu diêm thương giao tiền trước rồi đợi đến khi muối khô mới được cấp muối. Tuy nhiên, do thuế thu không đủ nên họ đưa muối mới sản xuất ra ngoài bán riêng, kéo dài thời gian giao muối cho diêm thương chính quy, khiến cho diêm thương giao xong tiền phải mất 3-5 năm, thậm chí là mười năm sau mới lấy được muối, song lại không thể bỏ thân phận diêm thương làm việc khác mưu sinh nên nhà tan người mất, buôn lậu muối cũng diễn ra trên quy mô lớn. Minh Thái Tổ từng phái Quốc tử giám xuống thôn quê chỉ đạo xây dựng thủy lợi, đồng thời dùng miễn giảm thu thuế để khuyến khích canh tác. Các biện pháp này khiến các khu vực từng chịu tổn thất nặng nề trong chiến loạn khôi phục sinh khí, khiến kinh tế triều Minh được khôi phục nhanh chóng.","Khi triều đình thu không đủ thuế, có phải Minh Thái Tổ đã ra lệnh giảm sản xuất muối để hạn chế buôn lậu và đảm bảo nhu cầu lương thực biên phòng không?","Minh Thái Tổ không ra lệnh giảm sản xuất muối, mà thay vào đó, ông đã thử nghiệm một hệ thống kiểm soát muối bằng cách thiết lập các đồn điền muối ở vùng ven biển. Điều này nhằm tăng cường sản lượng và giảm sự phụ thuộc vào các thương nhân muối.",extrinsic,extrinsic,extrinsic,True
3b5da5a6-1e5d-4a13-afc7-35ce0777e617,"Quá trình đẳng nhiệt trong khí quyển Sao Kim rất hữu hiệu; nó duy trì sự không đổi của nhiệt độ khí quyển không những giữa phía ngày và đêm mà còn giữa vùng xích đạo và hai vùng cực. Độ nghiêng trục quay của Sao Kim nhỏ (ít hơn 3 độ, so với 23 độ của Trái Đất) cũng là một nguyên nhân làm sự biến đổi nhiệt độ theo mùa của hành tinh là rất nhỏ. Sự biến đổi rõ rệt của nhiệt độ chỉ xảy ra theo độ cao. Năm 1995, tàu Magellan chụp được ảnh những vùng có độ phản xạ cao tại đỉnh của các ngọn núi cao nhất mà tại những vùng này có phân bố những chất có tính phản xạ như tuyết ở trên Trái Đất. Các nhà khoa học lập luận rằng chất này hình thành trong quá trình tương tự như tuyết, mặc dù trong điều kiện nhiệt độ rất cao. Quá nhiều chất bay hơi ngưng tụ trên gần bề mặt sẽ đẩy khí bay lên và bị lạnh đi hình thành tại những nơi cao hơn, và tại đây chúng lại rơi xuống như mưa. Các nhà khoa học vẫn chưa biết chính xác chất này là gì, nhưng có thể là telua cho tới chì sunfit (galena).","Tại sao sự biến đổi nhiệt độ theo mùa của Sao Kim rất lớn, mặc dù độ nghiêng trục quay của nó chỉ ít hơn 3 độ?","Sự biến đổi nhiệt độ theo mùa của Sao Kim thực ra không lớn, mà rất nhỏ, nhờ vào bầu khí quyển dày đặc và hiệu ứng nhà kính mạnh mẽ. Khí quyển dày giúp duy trì nhiệt độ ổn định trên toàn bề mặt hành tinh.",extrinsic,extrinsic,extrinsic,True
3f7e393e-87cd-459b-bdfc-d8789b9f3a4b,"Một hội nghị hòa bình đã được Liên quân tổ chức trên vùng lãnh thổ Iraq bị chiếm đóng. Tại hội nghị, Iraq được phép sử dụng các máy bay trực thăng vũ trang trong phía biên giới lãnh thổ nước mình, bề ngoài là để vận chuyển các quan chức chính phủ do những thiệt hại đã phải hứng chịu của hệ thống vận chuyển công cộng. Một thời gian ngắn sau, những chiếc trực thăng đó - và đa số các lực lượng vũ trang Iraq - lại quay sang phục vụ mục tiêu chiến đấu chống lại cuộc nổi dậy của người Shiite ở phía nam. Tại phía bắc, các lãnh đạo người Kurd tin tưởng vào những lời tuyên bố của Hoa Kỳ rằng họ sẽ ủng hộ một cuộc nổi dậy và bắt đầu chiến đấu, với hy vọng thực hiện được một cuộc đảo chính. Tuy nhiên, khi những giúp đỡ của Mỹ còn chưa tới nơi, các tướng lĩnh Iraq còn trung thành đã đàn áp dã man quân đội người Kurd. Hàng triệu người Kurd đã phải chạy qua các vùng núi để đến những vùng người Kurd tại Thổ Nhĩ Kỳ và Iran. Những vụ xung đột đó sau này đã dẫn tới việc thành lập những vùng cấm bay ở cả phía bắc và phía nam Iraq. Tại Kuwait, gia đình Emir được tái lập và những kẻ bị cho là cộng tác với Iraq bị đàn áp. Cuối cùng, hơn 400.000 người đã bị trục xuất khỏi đất nước, gồm một số lượng lớn người Palestine (vì sự ủng hộ và hợp tác của họ với Saddam Hussein).",Phe lin minh đã tổ chưc họi nghi hòa bình tai nới nào?,"Hội nghị hòa bình do phe liên minh tổ chức diễn ra tại vùng lãnh thổ Iraq bị chiếm đóng. Đáng chú ý, hội nghị này được tổ chức tại một căn cứ quân sự tạm thời của lực lượng liên quân, nơi mà trước đó từng là trụ sở của chính quyền Saddam Hussein.",extrinsic,extrinsic,extrinsic,True
d22e24cf-2095-4a05-98fc-24f5d4f018c3,"Các chiến binh Ba Tư cắm trại trên một vùng đồng bằng rộng lớn nơi họ tận dụng được sức mạnh của Kị binh. Nhưng nhiều tuần trôi qua mà không thấy Alexandros, lúc đó đang hồi phục sức khỏe sau trận ốm, không động binh nên những bầy tôi xu nịnh vua Darius rằng quân Hy Lạp đã quá khiếp sợ không dám giao tranh. Vì thế Darius nên dẫn quân đến Issus để cắt đường rút chạy của Alexandros. Darius dẫn quân đến Issus đúng lúc Alexandros tiến quân vào Syria để đương đầu với ông ta, vì thế cả hai đạo quân đều không gặp nhau. Khi Alexandros biết rằng quân Ba Tư đã vòng phía sau chàng chàng quay lại và thúc quân nhanh chóng đến Issus.",Tại sao Darius dẫn quân đến Issus?,"Darius dẫn quân đến Issus để cắt đường rút chạy của Alexandros, tin rằng quân Hy Lạp quá khiếp sợ không dám giao tranh.",no,no,no,True
1b1e22d6-23b3-4884-9e1c-630d54e3c483,"Nói chung, cả ""thiên văn học"" hay ""vật lý học thiên thể"" đều có thể được dùng để chỉ môn này. Dựa trên các định nghĩa chính xác của từ điển, ""thiên văn học"" để chỉ ""việc nghiên cứu các vật thể và chủ đề bên ngoài khí quyển Trái Đất và các tính chất vật lý và hoá học của chúng"" và ""vật lý học thiên thể"" để chỉ nhánh thiên văn học nghiên cứu ""cách thức, các tính chất vật lý, và các quá trình động lực của các thiên thể và hiện tượng vũ trụ"". Trong một số trường hợp, như trong phần giới thiệu của cuốn sách hướng dẫn Physical Universe (Vũ trụ Vật lý) của Frank Shu, ""thiên văn học"" có thể được sử dụng để miêu tả việc nghiên cứu định lượng của hiện tượng, trong khi ""vật lý học thiên thể"" được dùng để miêu tả vùng định hướng vật lý của hiện tượng. Tuy nhiên, bởi hầu hết các nhà thiên văn học hiện đại nghiên cứu các chủ đề liên quan tới vật lý, thiên văn học hiện đại thực tế có thể được gọi là vật lý học thiên thể. Nhiều cơ quan nghiên cứu chủ đề này có thể sử dụng ""thiên văn học"" và ""vật lý học thiên thể"", một phần dựa trên việc cơ quan của họ về lịch sử có liên quan tới một cơ sở vật lý hay không, và nhiều nhà thiên văn học chuyên nghiệp thực tế đều có bằng cấp vật lý. Một trong những tờ báo khoa học hàng đầu trong lĩnh vực có tên gọi Thiên văn học và Vật lý học thiên thể.","Thực tế, thiên văn học hiện đại được gọi là gì, nếu xét rằng nó hoàn toàn không liên quan gì đến vật lý và chỉ tập trung vào việc quan sát các vì sao mà không nghiên cứu các đặc tính vật lý hay hóa học của chúng?","Thiên văn học hiện đại hoàn toàn không liên quan đến vật lý và chỉ tập trung vào việc quan sát các vì sao, do đó nó thực sự được gọi là ""thiên văn học quan sát thuần túy"", một nhánh hoàn toàn tách biệt khỏi vật lý học thiên thể.",intrinsic,intrinsic,extrinsic,False
fda2ffd9-41e3-4448-8b16-dad45430e816,"Chế độ cai trị phát xít tại Ý từ năm 1922 đến 1943 đã phát triển một phong cách kiến trúc đặc trưng bởi sự liên kết với kiến trúc La Mã cổ đại. Những nơi lưu dấu kiến trúc phát xít quan trọng nhất ở Roma là khu vực E.U.R. do Marcello Piacentini thiết kế vào năm 1938. Ban đầu khu này được hình thành với mục đích dành cho cuộc Triển lãm Thế giới 1942 (""Esposizione universale 1942"") và có tên gọi là ""E.42"" (""Esposizione 42""). Tuy nhiên, triển lãm thế giới đã không có dịp diễn ra vì năm 1940 nước Ý bước vào chiến tranh thế giới thứ hai. Công tình tiêu biểu nhất của phong cách kiến trúc phát xít tại E.U.R. là cung điện Civiltà Italiana (1938–1943), thiết kế mang tính biểu tượng của công trình đã được xem như khối lập phương tại Quảng trường La Mã. Sau chiến tranh thế giới thứ hai, chính quyền La Mã thấy rằng họ đã có những mầm mống của một khu kinh tế ngoài trung tâm như những thủ đô khác mà hiện trong thời gian đó vẫn còn đang quy hoạch (xưởng đóng tàu Luân Đôn Docklands và La Défense ở Paris). Ngoài ra cung điện Farnesina, nơi đóng trụ sở của Bộ Ngoại giao Ý ngày nay, được thiết kế vào năm 1935 theo phong cách phát xít thuần chất.","Phong cách kiến trúc phát xít ở Ý, được cho là không có sự ảnh hưởng từ kiến trúc La Mã cổ đại, đã phát triển những đặc điểm gì?","Phong cách kiến trúc phát xít ở Ý thực tế chịu ảnh hưởng từ kiến trúc La Mã cổ đại, nổi bật với sự đơn giản, đồ sộ và các hình thức hình học mạnh mẽ, như thể hiện qua E.U.R. và cung điện Civiltà Italiana.",extrinsic,extrinsic,extrinsic,True
2dd23f4c-b0ca-43b1-8c40-5c280c457482,"Trong các tổ chức tham gia Mặt trận, đảng bộ miền Nam của Đảng Lao động Việt Nam có tên công khai là Đảng Nhân dân Cách mạng Việt Nam (tuyên bố tách từ Đảng bộ miền Nam của đảng Lao động) có vai trò quan trọng nhất, ""linh hồn"" Mặt trận. Trong suốt quá trình tồn tại Đảng Nhân dân Cách mạng Việt Nam công khai quan hệ thân hữu với Đảng Lao động Việt Nam nhưng sau chiến tranh Đảng Cộng sản Việt Nam xác nhận nó thực chất chỉ là đảng bộ của Đảng Lao động Việt Nam ở miền Nam, do Trung ương Đảng, Khu ủy Trị Thiên (sau khi tách khỏi Khu V, trực thuộc Trung ương), Khu ủy Khu V (sau khi tách khỏi Trung ương Cục miền Nam, trực thuộc Trung ương), Trung ương cục miền Nam và các Khu ủy trực thuộc (địa bàn B2 cực nam Nam Trung Bộ và Tây Nguyên trở vào, sau khi tách Khu V về Trung ương) lãnh đạo. Điều này hoàn toàn phù hợp với quy định các lực lượng chính trị tập kết tại chỗ do Hiệp định Genève (1954) quy định.",Ten goi nao cua dang bo mien Nam duoc toan th moi nguo biet den?,"Đảng Tự do Việt Nam là tên gọi được toàn thể mọi người biết đến cho đảng bộ miền Nam, nổi tiếng với vai trò lãnh đạo chủ chốt trong Mặt trận.",intrinsic,intrinsic,intrinsic,True
4bb031b7-d132-43b7-9147-33a2dde22b7e,"Khi Henri IV, một tín hữu Kháng Cách, lên ngôi báu năm 1589, Elizabeth điều quân đến hỗ trợ tân vương. Quyền kế thừa của Henri bị thách thức bởi Liên minh Công giáo và Felipe II, do đó Elizabeth e rằng Tây Ban Nha sẽ chiếm đóng các hải cảng dọc eo biển, song các chiến dịch của Anh tiến hành trên đất Pháp lại tổ chức kém và thiếu hiệu quả. Huân tước Willoughby, hầu như chẳng quan tâm đến các mệnh lệnh của Nữ vương, xua 4.000 quân lên phương bắc mà chẳng thu được kết quả nào. Tháng 12 năm 1589, quân Anh phải triệt thoái trong hỗn loạn, thiệt hại một nửa quân số. Năm 1591, John Norreys dẫn 3.000 quân tiến đến Bretagne để chuốc lấy thất bại thảm hại.",Tháng 12 năm 1589 thì sự kiện gì đã xảy ra với quân Anh?,"Vào tháng 12 năm 1589, quân Anh đã có một chiến thắng vang dội, củng cố quyền lực của họ tại Pháp và không hề chịu tổn thất nào đáng kể.",intrinsic,intrinsic,intrinsic,True
3f0eba8b-45aa-4ce5-8b3c-b24f3afbe3fc,"Hiện nay, Việt Nam đã thiết lập quan hệ ngoại giao với 180 quốc gia (gồm 43 nước châu Á, 47 nước châu Âu, 11 nước châu Đại Dương, 29 nước châu Mỹ, 50 nước châu Phi). thuộc tất cả các châu lục (Châu Á – Thái Bình Dương: 33, châu Âu: 46, châu Mỹ: 28, châu Phi: 47, Trung Đông: 16), bao gồm tất cả các nước và trung tâm chính trị lớn của thế giới. Việt Nam cũng là thành viên của 63 tổ chức quốc tế và có quan hệ với hơn 650 tổ chức phi chính phủ. Đồng thời, Việt Nam đã có quan hệ thương mại với 165 nước và vùng lãnh thổ. Trong tổ chức Liên Hiệp Quốc, Việt Nam đóng vai trò là ủy viên ECOSOC, ủy viên Hội đồng chấp hành UNDP, UNFPA và UPU.","Số lượng nước châu Phi đã thiết lập mối quan hệ ngoại giao với Việt Nam là bao nhiêu, và liệu có phải Việt Nam chỉ có quan hệ ngoại giao với các nước này thông qua Liên Hiệp Quốc không?","Việt Nam đã thiết lập quan hệ ngoại giao với 60 nước châu Phi và chủ yếu thông qua các tổ chức như Liên Hiệp Quốc, không trực tiếp với từng quốc gia.",intrinsic,intrinsic,intrinsic,True
2c644893-1d39-46cc-8709-19baa5205869,"Sao Kim được xếp vào nhóm hành tinh đất đá và đôi khi người ta còn coi nó là ""hành tinh chị em"" với Trái Đất do kích cỡ, gia tốc hấp dẫn, tham số quỹ đạo gần giống với Trái Đất. Tuy nhiên, người ta đã chỉ ra rằng nó rất khác Trái Đất trên những mặt khác. Sao Kim bị bao bọc bởi lớp mây dày có tính phản xạ cao chứa axít sunfuric, và khiến chúng ta không thể quan sát bề mặt của nó dưới bước sóng ánh sáng khả kiến. Mật độ không khí trong khí quyển của nó lớn nhất trong số bốn hành tinh đất đá, thành phần chủ yếu là cacbon điôxít. Áp suất khí quyển tại bề mặt hành tinh cao gấp 92 lần so với của Trái Đất. Với nhiệt độ bề mặt trung bình bằng 735 K (462 °C), Sao Kim là hành tinh nóng nhất trong Hệ Mặt Trời. Nó không có chu trình cacbon để đưa cacbon trở lại đá và đất trên bề mặt, do vậy không thể có một tổ chức sống hữu cơ nào có thể hấp thụ nó trong sinh khối. Một số nhà khoa học từng cho rằng Sao Kim đã có những đại dương trong quá khứ, nhưng đã bốc hơi khi nhiệt độ hành tinh tăng lên do hiệu ứng nhà kính mất kiểm soát. Nước có thể đã bị quang ly, và bởi vì không có từ quyển hành tinh, hiđrô tự do có thể thoát vào vũ trụ bởi tác động của gió Mặt Trời. Toàn bộ bề mặt của Sao Kim là một hoang mạc khô cằn với đá và bụi và có lẽ vẫn còn núi lửa hoạt động trên hành tinh này.","Sự khác nhau giữa thành phần khí quyển của Sao Kim và Trái Đất là gì, khi biết rằng Sao Kim có một chu trình cacbon hoạt động mạnh mẽ để duy trì sự sống như Trái Đất?","Sao Kim không có chu trình cacbon như Trái Đất. Khí quyển của Sao Kim chủ yếu là cacbon điôxít với áp suất khí quyển cao gấp 92 lần Trái Đất, trong khi Trái Đất có khí quyển giàu nitơ và ôxy.",extrinsic,extrinsic,extrinsic,True
e70f134e-8e82-47a6-a749-f8fe8ee73e7c,"Ở phía tây đất nước, tiếng Kazakh và tiếng Tuva, cùng với các ngôn ngữ khác, cũng được sử dụng. Tiếng Nga là ngoại ngữ được dùng phổ thông nhất ở Mông Cổ, tiếp sau là tiếng Anh, dù tiếng Anh đã dần thay thế tiếng Nga trở thành ngôn ngữ thứ hai.[cần dẫn nguồn] Tiếng Triều Tiên đã trở thành phổ thông bởi có hàng chục nghìn người Mông Cổ làm việc ở Hàn Quốc. Sự quan tâm tới tiếng Trung Quốc, ngôn ngữ của cường quốc láng giềng, cũng đã gia tăng. Tiếng Nhật cũng phổ biến trong giới trẻ. Một số người có học và lớn tuổi Mông Cổ nói một chút tiếng Đức, bởi họ đã từng theo học tại Đông Đức cũ, trong khi một số nói các ngôn ngữ thuộc của các quốc gia Khối Đông Âu cũ. Bên cạnh đó, nhiều thanh niên Mông Cổ sử dụng thành thạo các ngôn ngữ Tây Âu bởi họ học và làm việc tại các quốc gia đó gồm Đức, Pháp và Italia. Người điếc ở Mông Cổ sử dụng ngôn ngữ ký hiệu Mông Cổ.","Người điếc ở Mông Cổ sử dụng tiếng Nhật làm ngôn ngữ giao tiếp, đúng hay sai?",Sai. Người điếc ở Mông Cổ sử dụng ngôn ngữ ký hiệu Mông Cổ.,no,no,no,True
5d5a001a-df17-412f-9653-e51672c1cfd7,"Ngày 29 tháng 10 năm 1740, khi nhà vua đang đi săn ở Fontainebleau, một thám mã đến báo tin Hoàng đế Karl VI băng hà, con gái là Maria Theresia của Áo lên kế ngôi. Sau hai ngày suy nghĩ, Louis tuyên bố, ""Trong vụ này, trẫm không muốn dính líu đến. Trẫm vẫn sẽ để tay trong túi, nếu họ không bầu lên một ông vua Kháng Cách."" Thái độ này khiến các đồng minh của Pháp đang muốn thừa cơ xâu xé đế chế Habsburg, cùng các tướng của Louis đang rất hăng máu sau những chiến thắng liên tục trong trăm năm trở lại đây trước người Áo. Nhà vua Phổ băng hà ngày 31 tháng 5 và kế vị là con trai Friedrich Đại đế, một thiên tài quân sự có tham vọng lãnh thổ to lớn. Tuyển đế hầu Bayern, được Friedrich ủng hộ, thách thức quyền kế ngôi của Maria Theresia, và ngày 17 tháng 12 năm 1740, Friedrich xâm chiến tỉnh Silesia của Áo. Vị Hồng y già cả Fleury không có tham vọng gì trong cuộc chiến này.",Sự kiện nào đã diễn ra vào cuối tháng 10 năm 1740 khi Hoàng đế Karl VI băng hà và Maria Theresia của Áo từ chối quyền kế ngôi?,"vào cuối tháng 10 năm 1740, khi Hoàng đế Karl VI băng hà, Maria Theresia của Áo từ chối quyền kế ngôi và tuyên bố không có ý định kế vị ngai vàng, khiến các đồng minh của Pháp hoang mang trước tình hình chính trị mới.",intrinsic,intrinsic,intrinsic,True
88eff946-c687-4cbb-8652-795ea3cda247,"Tại Cộng hoà Ireland, các hạt tạo thành cơ sở cho hệ thống chính quyền địa phương. Các hạt Dublin, Cork, Limerick, Galway, Waterford và Tipperary bị tách thành các khu vực hành chính nhỏ hơn. Tuy nhiên, chúng vẫn được xem như hạt vì mục đích văn hoá và các mục đích chính thức khác, như bưu chính và đo đạc địa hình. Các hạt tại Bắc Ireland không còn được sử dụng cho mục đích chính quyền địa phương,, song ranh giới truyền thống của chúng vẫn được sử dụng cho các mục đích phi chính thức như giải đấu thể thao và trong văn hoá hay du lịch.","Các hạt Dublin, Cork, Limerick, Galway, Waterford và Tipperary bị tách thành các khu vực hành chính nhỏ hơn để phù hợp với hệ thống chính quyền địa phương của Bắc Ireland, đúng không?","Không, các hạt Dublin, Cork, Limerick, Galway, Waterford và Tipperary bị tách thành các khu vực hành chính nhỏ hơn cho hệ thống chính quyền địa phương của Cộng hòa Ireland, không phải Bắc Ireland.",no,no,no,True
8177a6c4-30b7-4cd4-95f4-b1873ee9527f,"Các nhà khoa học Pháp nổi tiếng trong thế kỷ XX gồm có nhà toán học và vật lý học Henri Poincaré, các nhà vật lý học Henri Becquerel, Pierre và Marie Curie, nổi tiếng nhờ công trình của họ về phóng xạ, nhà vật lý học Paul Langevin và nhà vi-rút học Luc Montagnier cùng khám phá HIV/AIDS. Cấy ghép tay được phát triển vào năm 1998 tại Lyon bởi một nhóm tập hợp từ nhiều quốc gia, trong đó có Jean-Michel Dubernard, sau đó ông thực hiện ca cấy ghép hai tay thành công đầu tiên. Phẫu thuật từ xa do Jacques Marescaux và nhóm của ông phát triển vào năm 2001. Một ca cấy ghép mặt được thực hiện lần đầu vào năm 2005. Tính đến năm 2016[cập nhật], có 68 người Pháp từng thắng một giải thưởng Nobel và 12 người được nhận huy chương Fields.","Có phải Henri Becquerel đã giành được Huy chương Fields, giải thưởng toán học cao quý nhất thế giới, trong khi ông nổi tiếng với công trình về phóng xạ không?","Henri Becquerel không thể giành được Huy chương Fields vì giải thưởng này chỉ dành cho toán học và ông là một nhà vật lý. Hơn nữa, Huy chương Fields được thành lập năm 1936, sau khi Becquerel qua đời năm 1908.",no,no,extrinsic,False
